revenue|sales|city
130121|3|London
130130|2|London
578926|3|Oxford
1027714|4|Durham
130153|3|London
578943|2|Oxford
578944|4|Oxford
1027734|3|Durham
1476532|4|Cambridge
130180|2|London
1027755|4|Durham
1027782|3|Durham
1027799|3|Durham
579033|2|Oxford
579050|3|Oxford
130283|2|London
1027858|2|Durham
130299|3|London
579086|3|Oxford
130336|3|London
1027918|3|Durham
130348|3|London
130362|3|London
1476723|2|Cambridge
579161|1|Oxford
1027968|4|Durham
1476768|3|Cambridge
579216|4|Oxford
1476806|1|Cambridge
579267|3|Oxford
579270|1|Oxford
1476860|2|Cambridge
1476866|3|Cambridge
1028091|3|Durham
1476879|4|Cambridge
1028117|3|Durham
1028120|4|Durham
130549|4|London
1028131|3|Durham
1028145|3|Durham
579360|3|Oxford
1476948|4|Cambridge
1028165|3|Durham
1028176|2|Durham
130623|3|London
579426|3|Oxford
579429|1|Oxford
1477010|1|Cambridge
579438|3|Oxford
130655|3|London
1477036|3|Cambridge
579471|1|Oxford
130699|3|London
130703|3|London
130705|4|London
579492|3|Oxford
130717|3|London
1028289|3|Durham
579531|4|Oxford
1477107|3|Cambridge
1028323|2|Durham
130755|2|London
1477119|3|Cambridge
1477130|2|Cambridge
130789|2|London
579577|2|Oxford
130796|1|London
1028374|4|Durham
1477164|4|Cambridge
1028387|4|Durham
579603|3|Oxford
130819|3|London
579626|1|Oxford
1028418|1|Durham
130854|3|London
1477232|4|Cambridge
1028453|4|Durham
1028467|3|Durham
1477255|3|Cambridge
1477260|3|Cambridge
130906|3|London
1028496|3|Durham
579710|2|Oxford
130925|4|London
579715|4|Oxford
1028527|4|Durham
1028550|3|Durham
1028566|1|Durham
131002|2|London
131007|4|London
1028587|4|Durham
131017|3|London
1028597|4|Durham
1477386|1|Cambridge
1028606|3|Durham
579833|3|Oxford
1477409|3|Cambridge
1028623|3|Durham
1477410|2|Cambridge
1477416|1|Cambridge
579850|3|Oxford
1028688|2|Durham
1028711|3|Durham
1477505|3|Cambridge
1028728|4|Durham
131160|4|London
579958|4|Oxford
131223|3|London
1028814|4|Durham
580030|1|Oxford
1477607|4|Cambridge
580035|4|Oxford
131253|2|London
1477636|2|Cambridge
580069|3|Oxford
1477647|3|Cambridge
580078|3|Oxford
1028882|3|Durham
1477670|2|Cambridge
1028890|2|Durham
131336|4|London
131339|3|London
580137|2|Oxford
580177|3|Oxford
1477753|4|Cambridge
1028972|4|Durham
1028975|3|Durham
1028992|1|Durham
1477778|2|Cambridge
1477786|3|Cambridge
1477801|2|Cambridge
580245|3|Oxford
1029036|4|Durham
131471|3|London
131488|3|London
131492|3|London
1477858|3|Cambridge
1477865|4|Cambridge
131511|3|London
131512|4|London
131541|2|London
1477912|3|Cambridge
1029138|3|Durham
580353|3|Oxford
580355|1|Oxford
1477940|2|Cambridge
580385|4|Oxford
1029173|2|Durham
131604|3|London
1477975|3|Cambridge
580408|3|Oxford
1029217|3|Durham
580441|4|Oxford
1478025|4|Cambridge
1029249|3|Durham
580484|1|Oxford
1478073|3|Cambridge
1029292|4|Durham
1478083|3|Cambridge
1029306|1|Durham
580521|1|Oxford
1478117|3|Cambridge
1478120|1|Cambridge
131766|3|London
1478132|4|Cambridge
1029353|1|Durham
131783|4|London
1029363|3|Durham
1029372|3|Durham
1029388|2|Durham
131843|3|London
1029427|4|Durham
131882|3|London
1029478|3|Durham
580707|3|Oxford
1478289|1|Cambridge
1478290|3|Cambridge
580721|3|Oxford
131935|3|London
1478295|3|Cambridge
580726|4|Oxford
1029517|2|Durham
131948|3|London
1478313|4|Cambridge
1478347|2|Cambridge
580779|3|Oxford
132010|4|London
580812|3|Oxford
1478399|3|Cambridge
580839|2|Oxford
1029638|3|Durham
1478434|3|Cambridge
132078|2|London
1478447|2|Cambridge
580898|2|Oxford
132113|3|London
132117|2|London
1029696|1|Durham
132127|3|London
1029702|2|Durham
1478490|1|Cambridge
580919|3|Oxford
1029727|2|Durham
132156|3|London
132161|3|London
1478539|3|Cambridge
132229|3|London
132238|3|London
1478600|4|Cambridge
132252|3|London
1478619|3|Cambridge
1478624|3|Cambridge
1478633|3|Cambridge
132290|3|London
581086|4|Oxford
1029873|3|Durham
1029887|3|Durham
132320|2|London
1029902|2|Durham
581124|4|Oxford
132351|2|London
1478712|3|Cambridge
132362|4|London
1478723|1|Cambridge
1478733|4|Cambridge
1478742|3|Cambridge
1478769|3|Cambridge
132426|4|London
132436|1|London
1478796|1|Cambridge
581234|2|Oxford
132457|3|London
132462|1|London
1030050|3|Durham
581275|3|Oxford
1478848|2|Cambridge
581295|3|Oxford
581331|3|Oxford
132550|4|London
581340|2|Oxford
1030129|2|Durham
1478916|3|Cambridge
581362|3|Oxford
1478935|3|Cambridge
581364|3|Oxford
1030157|3|Durham
1030164|3|Durham
581397|3|Oxford
132621|2|London
581419|3|Oxford
581471|4|Oxford
581489|2|Oxford
1479072|4|Cambridge
132750|4|London
1030327|3|Durham
132772|2|London
1030361|3|Durham
132790|3|London
581588|4|Oxford
1479161|3|Cambridge
1479170|3|Cambridge
1030407|2|Durham
132837|4|London
1479202|1|Cambridge
581632|4|Oxford
581635|3|Oxford
581664|3|Oxford
581688|1|Oxford
1479263|3|Cambridge
581698|2|Oxford
581719|2|Oxford
1479317|3|Cambridge
581752|3|Oxford
132984|3|London
133001|3|London
1030573|2|Durham
1030578|1|Durham
1030579|3|Durham
133021|4|London
133031|3|London
133052|4|London
1479429|3|Cambridge
133075|3|London
1030661|3|Durham
581887|3|Oxford
133102|3|London
1030676|2|Durham
133129|2|London
1030721|3|Durham
1479534|3|Cambridge
1479536|1|Cambridge
1030753|4|Durham
1030756|2|Durham
133187|3|London
1030765|3|Durham
133201|3|London
1030775|4|Durham
581997|3|Oxford
582013|4|Oxford
1479592|2|Cambridge
582029|4|Oxford
133258|4|London
1479625|1|Cambridge
1479633|3|Cambridge
1030854|3|Durham
1030865|2|Durham
1030877|1|Durham
1030886|3|Durham
1479698|4|Cambridge
1030920|3|Durham
1030926|3|Durham
1479715|4|Cambridge
1479725|3|Cambridge
582163|2|Oxford
582168|3|Oxford
582171|3|Oxford
1479744|2|Cambridge
582181|4|Oxford
133395|3|London
1479758|3|Cambridge
582199|3|Oxford
582203|3|Oxford
1479804|3|Cambridge
133459|3|London
133468|2|London
133477|2|London
133491|3|London
1031065|1|Durham
133521|3|London
1479912|1|Cambridge
582357|4|Oxford
133587|4|London
1031160|3|Durham
133596|1|London
582385|2|Oxford
1479972|1|Cambridge
1031207|4|Durham
1031219|2|Durham
1480010|3|Cambridge
1031261|4|Durham
582475|3|Oxford
582497|2|Oxford
1031300|4|Durham
133748|4|London
1480127|4|Cambridge
582563|2|Oxford
1480149|3|Cambridge
133793|3|London
133809|2|London
582596|4|Oxford
1031385|3|Durham
582614|2|Oxford
1031402|4|Durham
1480199|1|Cambridge
1031443|2|Durham
133882|3|London
582681|4|Oxford
133903|2|London
133905|4|London
1031501|4|Durham
133933|2|London
582720|3|Oxford
582728|4|Oxford
133961|3|London
1031534|2|Durham
133968|2|London
1031579|3|Durham
1480375|3|Cambridge
134051|1|London
134063|2|London
134064|4|London
582876|4|Oxford
1031662|2|Durham
134096|3|London
134099|1|London
134104|3|London
1031677|3|Durham
134110|3|London
134121|3|London
134148|2|London
134165|3|London
1480533|1|Cambridge
582981|2|Oxford
1031776|3|Durham
1480566|3|Cambridge
1480571|4|Cambridge
1031802|4|Durham
1480590|2|Cambridge
1480627|4|Cambridge
1480636|3|Cambridge
583076|2|Oxford
134297|4|London
583097|2|Oxford
134327|3|London
1031906|3|Durham
134348|3|London
1480746|3|Cambridge
1031961|3|Durham
583175|3|Oxford
1031981|2|Durham
134409|3|London
1031987|4|Durham
583202|3|Oxford
1031989|2|Durham
1031997|2|Durham
1031999|3|Durham
134430|3|London
583254|1|Oxford
1480830|2|Cambridge
134476|2|London
134478|3|London
1032059|4|Durham
134497|2|London
134512|3|London
134533|3|London
1032106|4|Durham
1032111|4|Durham
583328|4|Oxford
1480907|3|Cambridge
1032128|1|Durham
1032134|3|Durham
1032137|3|Durham
1480930|3|Cambridge
1480950|4|Cambridge
583381|2|Oxford
1032172|2|Durham
1480967|3|Cambridge
1480992|2|Cambridge
1032223|3|Durham
134659|2|London
583449|3|Oxford
1481076|1|Cambridge
134747|3|London
1032328|3|Durham
583566|2|Oxford
583573|3|Oxford
1481164|3|Cambridge
134817|3|London
1481177|4|Cambridge
1032403|3|Durham
134895|1|London
1481256|4|Cambridge
1032472|4|Durham
1481268|3|Cambridge
583698|3|Oxford
583738|4|Oxford
134957|4|London
1032530|4|Durham
583758|3|Oxford
134974|2|London
134981|3|London
1032567|4|Durham
135006|3|London
1032596|3|Durham
1032608|2|Durham
1032609|3|Durham
135042|3|London
583839|4|Oxford
583848|4|Oxford
583923|3|Oxford
583926|4|Oxford
135150|2|London
135165|4|London
1481525|2|Cambridge
1032759|2|Durham
1032775|2|Durham
1032777|4|Durham
1032779|3|Durham
584065|3|Oxford
1032872|4|Durham
1032874|3|Durham
135305|1|London
584093|3|Oxford
584108|4|Oxford
135325|4|London
584133|1|Oxford
1032920|3|Durham
1481711|2|Cambridge
1481717|3|Cambridge
1032939|4|Durham
135372|3|London
1032965|2|Durham
1481751|4|Cambridge
1032980|3|Durham
1481767|4|Cambridge
1032982|3|Durham
1481772|4|Cambridge
584204|3|Oxford
1481790|3|Cambridge
1481816|4|Cambridge
584263|3|Oxford
584273|3|Oxford
135496|3|London
584293|2|Oxford
584298|3|Oxford
1033086|3|Durham
135524|2|London
1481911|3|Cambridge
1481928|2|Cambridge
1033148|1|Durham
584366|3|Oxford
1033154|3|Durham
1481953|3|Cambridge
135630|2|London
1033216|3|Durham
584437|3|Oxford
1482015|3|Cambridge
1033230|3|Durham
1482023|2|Cambridge
1033244|3|Durham
584469|2|Oxford
135691|3|London
584490|3|Oxford
584506|3|Oxford
584522|4|Oxford
1033309|3|Durham
584525|2|Oxford
135747|3|London
1033326|4|Durham
584545|1|Oxford
1033340|3|Durham
1033341|3|Durham
135776|2|London
1033363|3|Durham
584582|2|Oxford
135798|2|London
135801|1|London
584590|2|Oxford
135810|3|London
1033395|4|Durham
1482187|1|Cambridge
1482210|4|Cambridge
584650|2|Oxford
1482232|4|Cambridge
135929|3|London
584719|2|Oxford
135940|3|London
135954|4|London
1482327|1|Cambridge
1033547|3|Durham
1033566|4|Durham
584788|2|Oxford
584790|2|Oxford
1033591|1|Durham
136026|3|London
1033610|4|Durham
1482420|3|Cambridge
584852|4|Oxford
584857|3|Oxford
136072|4|London
1033678|3|Durham
1033715|2|Durham
1482514|1|Cambridge
584947|4|Oxford
136164|4|London
584956|3|Oxford
1033742|4|Durham
584970|3|Oxford
1033766|1|Durham
584994|3|Oxford
585010|3|Oxford
136226|4|London
585014|3|Oxford
1482607|4|Cambridge
585035|3|Oxford
1482619|3|Cambridge
1033836|3|Durham
585074|3|Oxford
136300|2|London
1033903|3|Durham
585126|3|Oxford
585127|2|Oxford
1033959|3|Durham
1033986|3|Durham
585216|4|Oxford
1482807|4|Cambridge
1034022|3|Durham
1034036|1|Durham
585282|3|Oxford
1034078|4|Durham
1034083|3|Durham
1034095|3|Durham
136529|3|London
136558|1|London
585353|3|Oxford
1034173|4|Durham
1034184|3|Durham
1034202|4|Durham
1034217|2|Durham
585441|3|Oxford
136664|2|London
136698|3|London
1034294|2|Durham
585551|3|Oxford
1034363|2|Durham
1034390|3|Durham
1483182|2|Cambridge
1483203|2|Cambridge
1034422|3|Durham
1483212|3|Cambridge
1483214|3|Cambridge
585646|3|Oxford
1483249|4|Cambridge
1483261|4|Cambridge
136908|4|London
1034490|3|Durham
1034536|3|Durham
1034546|3|Durham
1034549|4|Durham
136983|2|London
585773|1|Oxford
136990|3|London
137001|1|London
1034578|1|Durham
585794|3|Oxford
137008|2|London
1483386|4|Cambridge
137035|3|London
585836|4|Oxford
1483425|3|Cambridge
585853|3|Oxford
585873|3|Oxford
585874|3|Oxford
137103|4|London
585900|3|Oxford
1483485|3|Cambridge
1034712|2|Durham
585929|3|Oxford
137148|3|London
1034731|3|Durham
137183|2|London
1483546|2|Cambridge
1034765|3|Durham
1483562|1|Cambridge
137221|4|London
1034817|3|Durham
586036|2|Oxford
137261|4|London
1483620|2|Cambridge
1483624|3|Cambridge
1483642|4|Cambridge
137285|3|London
137292|3|London
586095|3|Oxford
137317|4|London
1034915|4|Durham
586138|2|Oxford
586145|3|Oxford
1483730|3|Cambridge
1483733|4|Cambridge
1034948|3|Durham
586170|4|Oxford
1483752|3|Cambridge
1034977|3|Durham
586191|2|Oxford
1034982|3|Durham
1483785|4|Cambridge
1483786|3|Cambridge
137433|4|London
1035006|3|Durham
1483796|3|Cambridge
1035023|3|Durham
1035030|4|Durham
586246|3|Oxford
586254|4|Oxford
586256|1|Oxford
1483842|3|Cambridge
137511|1|London
1035098|3|Durham
137527|3|London
137551|4|London
586381|3|Oxford
1035168|2|Durham
1483963|2|Cambridge
1483970|3|Cambridge
586439|3|Oxford
137690|3|London
1035266|2|Durham
1484057|2|Cambridge
1035275|1|Durham
137720|3|London
586509|3|Oxford
1484096|4|Cambridge
1484097|2|Cambridge
1035318|3|Durham
586540|2|Oxford
137766|4|London
137777|3|London
137785|3|London
586583|3|Oxford
586588|3|Oxford
586595|3|Oxford
1484185|4|Cambridge
1484195|3|Cambridge
137853|3|London
1484215|2|Cambridge
586644|3|Oxford
1484225|2|Cambridge
137873|3|London
137895|3|London
1035476|3|Durham
1035477|4|Durham
1484270|2|Cambridge
137919|4|London
1484286|3|Cambridge
137938|4|London
137942|3|London
1035521|4|Durham
1035541|2|Durham
1484330|3|Cambridge
137991|3|London
586787|4|Oxford
1484373|3|Cambridge
1035589|3|Durham
138027|2|London
586818|1|Oxford
1035605|4|Durham
1035609|1|Durham
1035617|3|Durham
586849|3|Oxford
138065|2|London
138074|3|London
1484445|3|Cambridge
1035662|2|Durham
1484458|3|Cambridge
586893|4|Oxford
138114|3|London
1484498|3|Cambridge
1484517|2|Cambridge
1035733|3|Durham
1484528|1|Cambridge
1484531|1|Cambridge
1035755|1|Durham
587023|2|Oxford
1484609|4|Cambridge
587041|3|Oxford
587049|4|Oxford
1035843|3|Durham
1484637|2|Cambridge
1035890|2|Durham
1035923|3|Durham
1035933|3|Durham
138364|3|London
1035949|1|Durham
587165|4|Oxford
1035951|3|Durham
138382|4|London
1484751|4|Cambridge
587186|3|Oxford
1484776|2|Cambridge
1484804|3|Cambridge
138463|3|London
1484829|1|Cambridge
1484832|4|Cambridge
1036056|4|Durham
138502|3|London
587290|2|Oxford
1036091|4|Durham
587323|4|Oxford
138544|2|London
1484902|4|Cambridge
1484903|1|Cambridge
1036121|1|Durham
1484916|3|Cambridge
1484929|4|Cambridge
1036149|3|Durham
138591|3|London
587414|3|Oxford
1036200|4|Durham
1485001|3|Cambridge
587447|3|Oxford
1485043|3|Cambridge
1036260|1|Durham
138714|3|London
138732|4|London
1036307|4|Durham
1036311|1|Durham
138747|4|London
1036347|3|Durham
1036348|3|Durham
1036362|3|Durham
587578|3|Oxford
1036369|3|Durham
1485155|2|Cambridge
1036416|3|Durham
1036430|3|Durham
1485219|3|Cambridge
587648|3|Oxford
138863|3|London
1036451|4|Durham
138892|3|London
587679|3|Oxford
587703|3|Oxford
587706|3|Oxford
587708|3|Oxford
587714|3|Oxford
1485299|2|Cambridge
587749|4|Oxford
1036545|3|Durham
138979|3|London
1036566|3|Durham
1485375|3|Cambridge
139021|3|London
1036605|3|Durham
1036608|3|Durham
1036646|4|Durham
1036666|3|Durham
1036708|2|Durham
1036719|3|Durham
1485551|3|Cambridge
1485571|3|Cambridge
588015|3|Oxford
588020|3|Oxford
1036818|2|Durham
1485613|4|Cambridge
1485616|4|Cambridge
1036830|3|Durham
588045|3|Oxford
1485622|3|Cambridge
139288|2|London
588081|3|Oxford
1036869|1|Durham
588089|2|Oxford
139307|4|London
1036884|3|Durham
139316|2|London
1485691|4|Cambridge
588128|2|Oxford
588130|2|Oxford
1036941|4|Durham
1036946|4|Durham
139374|1|London
139388|3|London
1485754|3|Cambridge
588195|2|Oxford
139414|2|London
1485799|3|Cambridge
1485804|3|Cambridge
1037025|2|Durham
1037046|1|Durham
1037048|3|Durham
139493|4|London
588311|3|Oxford
1037133|1|Durham
1485919|3|Cambridge
1485932|4|Cambridge
139586|4|London
1485964|2|Cambridge
139620|3|London
1485992|3|Cambridge
1037208|3|Durham
1037213|3|Durham
1486056|4|Cambridge
1486060|3|Cambridge
588494|3|Oxford
1037293|3|Durham
1486093|2|Cambridge
1486097|3|Cambridge
139763|3|London
1486125|3|Cambridge
139810|3|London
588596|3|Oxford
588601|2|Oxford
139845|3|London
1486247|4|Cambridge
1486261|3|Cambridge
1037495|3|Durham
1037510|2|Durham
1486296|3|Cambridge
1037517|4|Durham
1037528|3|Durham
1486316|3|Cambridge
1037542|3|Durham
139975|3|London
1486345|3|Cambridge
1037571|1|Durham
1037578|1|Durham
588792|2|Oxford
588808|1|Oxford
1486389|2|Cambridge
1037610|4|Durham
140048|2|London
140064|4|London
588851|3|Oxford
588889|2|Oxford
588905|3|Oxford
1037694|3|Durham
588909|2|Oxford
1486490|1|Cambridge
1037706|4|Durham
1037724|2|Durham
588943|3|Oxford
1037735|3|Durham
1486523|3|Cambridge
588951|2|Oxford
1486544|3|Cambridge
140212|3|London
1486625|3|Cambridge
140273|4|London
140278|1|London
1037858|3|Durham
1037866|3|Durham
1037871|4|Durham
1486684|4|Cambridge
140327|4|London
1037916|3|Durham
589136|3|Oxford
1486716|1|Cambridge
589152|3|Oxford
1037941|3|Durham
1037942|3|Durham
140373|1|London
589193|4|Oxford
1486765|3|Cambridge
1037980|4|Durham
589198|3|Oxford
589206|3|Oxford
140458|3|London
589254|2|Oxford
1038048|3|Durham
589275|4|Oxford
1486851|3|Cambridge
589291|3|Oxford
1486870|3|Cambridge
1038085|4|Durham
1486884|3|Cambridge
140535|4|London
1038124|3|Durham
1038125|3|Durham
1486921|4|Cambridge
140605|2|London
1038186|4|Durham
140628|3|London
589426|1|Oxford
589427|3|Oxford
589430|2|Oxford
1487012|3|Cambridge
589451|3|Oxford
1038248|3|Durham
140721|3|London
589510|3|Oxford
589512|2|Oxford
140726|3|London
140732|2|London
1038304|3|Durham
140760|4|London
589552|3|Oxford
589556|3|Oxford
140772|3|London
140788|3|London
1038368|2|Durham
589589|3|Oxford
1038377|3|Durham
1487222|3|Cambridge
140873|2|London
589662|4|Oxford
1487238|4|Cambridge
1038467|3|Durham
1487261|2|Cambridge
1487262|3|Cambridge
1487275|1|Cambridge
1038510|4|Durham
1487310|3|Cambridge
1038526|4|Durham
1487320|3|Cambridge
140985|4|London
1487356|4|Cambridge
1487369|1|Cambridge
1038594|3|Durham
1487381|3|Cambridge
141027|1|London
1487393|1|Cambridge
1487431|2|Cambridge
141074|3|London
141080|2|London
1038675|2|Durham
1487464|2|Cambridge
1038686|3|Durham
1038714|4|Durham
1038747|4|Durham
1487545|3|Cambridge
1487575|3|Cambridge
590015|4|Oxford
1038820|3|Durham
1038826|3|Durham
1038844|3|Durham
1038865|3|Durham
590136|1|Oxford
1487711|3|Cambridge
590155|3|Oxford
590156|3|Oxford
590157|3|Oxford
590170|4|Oxford
141391|1|London
1487770|3|Cambridge
1038986|3|Durham
590202|3|Oxford
1487777|2|Cambridge
1487789|1|Cambridge
590261|3|Oxford
1487842|3|Cambridge
1039058|3|Durham
1487902|3|Cambridge
141555|3|London
590349|4|Oxford
141573|3|London
590360|2|Oxford
1487950|1|Cambridge
1039171|3|Durham
141605|2|London
590413|3|Oxford
141641|3|London
1039217|2|Durham
590435|4|Oxford
1488042|3|Cambridge
141684|3|London
1039259|4|Durham
1039260|2|Durham
1488054|4|Cambridge
141704|3|London
141710|4|London
590499|4|Oxford
590522|2|Oxford
1488096|1|Cambridge
1488100|1|Cambridge
1039353|2|Durham
590572|3|Oxford
141787|4|London
1039360|3|Durham
141790|3|London
590610|1|Oxford
590621|3|Oxford
1039411|3|Durham
1039414|3|Durham
1039418|3|Durham
1488210|3|Cambridge
1488230|3|Cambridge
1039455|2|Durham
590670|3|Oxford
141901|3|London
141912|2|London
141932|3|London
590746|3|Oxford
1488337|3|Cambridge
1488340|3|Cambridge
1039559|3|Durham
141998|3|London
142013|3|London
590810|3|Oxford
142035|3|London
590845|2|Oxford
590855|3|Oxford
142088|3|London
590883|3|Oxford
590892|2|Oxford
590909|4|Oxford
1039696|3|Durham
590927|3|Oxford
142145|3|London
142149|2|London
1488508|4|Cambridge
1488513|3|Cambridge
142167|1|London
1488534|3|Cambridge
1039749|3|Durham
142195|3|London
1039774|3|Durham
142205|3|London
590997|3|Oxford
1039784|3|Durham
1488592|4|Cambridge
142246|1|London
1488617|4|Cambridge
1039836|1|Durham
1488631|2|Cambridge
591062|3|Oxford
1488646|4|Cambridge
591134|2|Oxford
591147|3|Oxford
591150|4|Oxford
1039937|3|Durham
591156|2|Oxford
1488738|3|Cambridge
1039957|3|Durham
142415|3|London
142417|2|London
1488777|2|Cambridge
142421|4|London
1488801|4|Cambridge
1040029|3|Durham
1488829|3|Cambridge
1040049|2|Durham
1488842|4|Cambridge
1488843|4|Cambridge
142488|3|London
142489|2|London
142495|3|London
591299|3|Oxford
591319|4|Oxford
1488893|3|Cambridge
591327|3|Oxford
1040116|3|Durham
1488905|3|Cambridge
142581|3|London
142604|2|London
1040189|3|Durham
142636|1|London
142651|1|London
591442|3|Oxford
1489015|3|Cambridge
1489029|3|Cambridge
1489032|3|Cambridge
1489041|3|Cambridge
1489043|2|Cambridge
591493|3|Oxford
1040286|3|Durham
1489088|2|Cambridge
591525|3|Oxford
1489103|4|Cambridge
591531|3|Oxford
1040328|1|Durham
1040347|3|Durham
1040372|1|Durham
1040377|3|Durham
591596|4|Oxford
142843|2|London
142846|3|London
1040424|2|Durham
1040452|3|Durham
142915|4|London
142930|3|London
591716|3|Oxford
1489304|4|Cambridge
1489317|3|Cambridge
142962|3|London
142967|2|London
591762|3|Oxford
142981|3|London
1040558|3|Durham
142987|2|London
1489351|1|Cambridge
143005|3|London
591798|2|Oxford
1489371|2|Cambridge
143025|3|London
1489384|1|Cambridge
143038|3|London
1489408|1|Cambridge
591856|4|Oxford
1489435|3|Cambridge
143088|3|London
1489448|3|Cambridge
591881|4|Oxford
1489454|2|Cambridge
591884|3|Oxford
143130|2|London
143144|3|London
1489568|3|Cambridge
1489571|1|Cambridge
1040787|4|Durham
592028|3|Oxford
592044|3|Oxford
1489616|2|Cambridge
1040847|3|Durham
1489641|4|Cambridge
592080|2|Oxford
1040871|4|Durham
592107|1|Oxford
1489686|4|Cambridge
143339|3|London
143346|1|London
1040919|4|Durham
1040922|3|Durham
1489719|2|Cambridge
1040962|4|Durham
143412|2|London
1040987|1|Durham
143426|3|London
1041034|4|Durham
592254|3|Oxford
143485|2|London
1041085|3|Durham
592307|1|Oxford
592323|3|Oxford
1489895|3|Cambridge
592338|1|Oxford
143566|3|London
592354|1|Oxford
592369|3|Oxford
1041164|2|Durham
143633|1|London
1490015|1|Cambridge
592462|3|Oxford
143718|2|London
592505|3|Oxford
592512|3|Oxford
1041299|3|Durham
1490086|3|Cambridge
592516|2|Oxford
143731|3|London
592519|1|Oxford
1041306|4|Durham
592522|2|Oxford
143760|3|London
143792|3|London
143806|2|London
592611|1|Oxford
1041399|4|Durham
592622|2|Oxford
1041409|3|Durham
1490201|4|Cambridge
592655|2|Oxford
143870|3|London
1490266|3|Cambridge
1490274|3|Cambridge
143917|3|London
1041496|4|Durham
592723|2|Oxford
1490308|2|Cambridge
1490317|3|Cambridge
143965|3|London
143990|4|London
592782|3|Oxford
592796|3|Oxford
144019|1|London
592807|4|Oxford
1041602|3|Durham
592830|2|Oxford
144064|2|London
1490441|3|Cambridge
1041667|2|Durham
592894|3|Oxford
1041693|3|Durham
144125|3|London
1041706|3|Durham
1490493|2|Cambridge
1041730|3|Durham
1490525|3|Cambridge
592957|3|Oxford
144176|3|London
1041755|4|Durham
592974|3|Oxford
592977|3|Oxford
1041779|3|Durham
144213|4|London
1041786|3|Durham
593007|2|Oxford
593037|2|Oxford
593039|3|Oxford
1041827|4|Durham
593050|2|Oxford
593070|3|Oxford
1041863|3|Durham
1041879|1|Durham
593108|4|Oxford
1490684|4|Cambridge
593147|3|Oxford
1041964|2|Durham
1490760|4|Cambridge
1490765|3|Cambridge
1041989|3|Durham
1041990|1|Durham
1042002|4|Durham
1490823|3|Cambridge
1490824|1|Cambridge
1490840|4|Cambridge
593268|4|Oxford
1490847|4|Cambridge
593280|3|Oxford
1042082|3|Durham
593312|4|Oxford
144528|4|London
1042119|3|Durham
593342|3|Oxford
144573|3|London
1490937|4|Cambridge
1042176|3|Durham
1042201|3|Durham
144633|2|London
1491033|2|Cambridge
1491039|3|Cambridge
1042255|3|Durham
1042259|1|Durham
144689|3|London
593476|1|Oxford
593485|2|Oxford
593499|3|Oxford
1491080|3|Cambridge
1491083|2|Cambridge
593525|4|Oxford
144741|3|London
593528|3|Oxford
1491109|3|Cambridge
1042325|3|Durham
144760|4|London
1042336|3|Durham
1491171|3|Cambridge
1491172|2|Cambridge
144818|4|London
1491186|1|Cambridge
144843|1|London
144862|3|London
593675|3|Oxford
593678|3|Oxford
144927|3|London
1491290|2|Cambridge
144941|3|London
144942|2|London
144949|2|London
144960|3|London
144980|3|London
593769|4|Oxford
1491342|3|Cambridge
1491346|2|Cambridge
1491367|4|Cambridge
1042585|3|Durham
145044|3|London
1042628|3|Durham
593875|3|Oxford
1042670|4|Durham
145130|3|London
1042719|4|Durham
145158|2|London
1491526|3|Cambridge
1491531|3|Cambridge
145175|1|London
593962|1|Oxford
594010|4|Oxford
594016|3|Oxford
145235|2|London
1491600|3|Cambridge
145250|2|London
1042848|1|Durham
145276|4|London
1491648|2|Cambridge
594079|3|Oxford
594083|3|Oxford
1491661|3|Cambridge
1042880|4|Durham
145338|4|London
145346|2|London
1491714|3|Cambridge
145366|3|London
1042944|4|Durham
1491742|2|Cambridge
1491753|2|Cambridge
145422|1|London
594223|1|Oxford
1043015|1|Durham
145447|3|London
145471|2|London
145479|3|London
1491839|3|Cambridge
594306|3|Oxford
594330|3|Oxford
145552|2|London
1043133|4|Durham
1491960|2|Cambridge
145602|3|London
1491987|3|Cambridge
145631|1|London
1491997|2|Cambridge
145651|3|London
1043232|3|Durham
1043233|2|Durham
145675|4|London
594474|3|Oxford
594479|3|Oxford
1043286|3|Durham
594510|2|Oxford
1043297|1|Durham
145739|2|London
145762|3|London
1492172|4|Cambridge
1043388|1|Durham
1492189|3|Cambridge
1492220|2|Cambridge
1492229|3|Cambridge
1043444|3|Durham
1043455|3|Durham
1492254|1|Cambridge
1043474|4|Durham
145923|1|London
145932|3|London
145947|2|London
145962|4|London
1492334|4|Cambridge
1492341|3|Cambridge
1492352|4|Cambridge
1492371|1|Cambridge
1043593|3|Durham
1492385|3|Cambridge
1043609|3|Durham
1043635|3|Durham
146067|3|London
594855|2|Oxford
594861|2|Oxford
594864|2|Oxford
594867|3|Oxford
1043656|4|Durham
1043663|1|Durham
594882|3|Oxford
594895|3|Oxford
146129|3|London
146147|3|London
594966|3|Oxford
594976|3|Oxford
146192|2|London
1043767|3|Durham
594999|1|Oxford
1043797|4|Durham
146241|3|London
1492601|4|Cambridge
1043836|3|Durham
1492624|3|Cambridge
1043838|4|Durham
1043847|3|Durham
595063|4|Oxford
1492645|2|Cambridge
1043879|1|Durham
1043881|1|Durham
146326|2|London
1043908|1|Durham
1492694|4|Cambridge
595125|4|Oxford
595132|2|Oxford
1492737|4|Cambridge
146393|2|London
1492752|3|Cambridge
1492762|3|Cambridge
595214|2|Oxford
146436|3|London
146447|3|London
1492805|3|Cambridge
